measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1991,558.3895912995606,765.5070500765919,383.2645617262677
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1991,663338.7976445612,908849.5912202436,455126.9367834415
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1991,1086983.3565718993,1486139.144745038,747444.4177605931
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1991,0.03522923670427897,0.04443606796356439,0.02624301700102958
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1991,0.06586807705170036,0.08220925663777778,0.05099796223986426
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1991,676.6167130240699,927.0418453259501,464.2371184507949
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1991,1134.1373196476275,1550.6087154454676,779.8689864194888
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1991,436434.90651077335,624406.2891088648,287795.2206178599
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1991,820812.2736057144,1170327.293960538,536507.3651611225
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.023191818736631845,0.030808027823843585,0.016597099467986667
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.04975814725812087,0.06578312260024259,0.036174285210154276
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1991,445.17093367802283,636.9049005253243,293.5559579658941
2,DALYs (Disability-Adjusted Life Years),73,Western Europe,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1991,856.4195820412122,1221.096764966953,559.7813631793163
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1992,123574.7926298788,175599.19198572,82321.40752996845
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1992,198440.36334536076,283355.39847932116,130664.44892828449
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.01566312154295713,0.020804225594304608,0.011334149120797938
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.029282620626587215,0.03848624056182403,0.021566605677410863
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1992,261.5294824474411,371.63214941224436,174.22222321781175
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1992,433.00887442131074,618.298616714367,285.117730100347
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1991,123621.6691988626,175223.02216335046,82489.08649410796
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1991,198415.85492421282,283080.2310212779,131658.50464913013
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.015534695332093696,0.020642186139342697,0.011311040394795982
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.028940249842441902,0.03806133123692362,0.021243186224101394
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1991,261.70202395465503,370.9399803511311,174.62602656620044
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1991,432.80989958578084,617.4906053240387,287.19027619324754
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1990,182772.4709639501,252528.1530160299,125324.15498296765
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1990,260053.76537342303,356380.72870679095,178541.21761573345
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.022853955125833395,0.029329506239508397,0.01698765982300826
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.0375385763370977,0.04685530530406912,0.028935690601980597
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1990,387.9154885483173,535.9646413531225,265.9874353655358
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1990,568.1432312082103,778.5901444536647,390.06158643537844
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1990,50808.83321066119,70712.55966789123,33689.35381163697
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1990,68426.74448701697,93362.90706471827,46733.437230361706
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.04640932583576303,0.059727536427465845,0.03431427053495703
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.07336791720098232,0.09121777924325367,0.05637716264742261
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1990,936.7452858902491,1303.703563659696,621.1192301325624
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1990,1274.8362151945644,1739.4136747880839,870.6753286076784
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1990,32434.349305483876,47979.043004458195,20946.191273291275
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1990,53175.53591926637,77352.90566053026,33699.825614394904
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.029638784076567466,0.04133532682668786,0.02077266974278198
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.05701059440941314,0.0777560319902149,0.040408902996065296
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1990,597.9811362102788,884.5734002512222,386.17784925818717
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1990,990.6959546368959,1441.1365939714265,627.8503889239314
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1990,60468.99941977766,83112.93484583065,41136.9352695167
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1990,120722.35148384632,167582.9075254504,81492.58902276942
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.023747376975362198,0.030531767445493595,0.017213844559506135
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1990,0.05452347419624833,0.06872807868963497,0.041016873729125054
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1990,499.670852313668,686.7834988373165,339.9250476264484
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1990,974.166635496095,1352.306968710479,657.6028406537457
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1990,47093.35220554547,68437.86324586598,30361.35804496933
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1990,110944.74843358973,156435.91135218917,72952.18078633635
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.018503098729542342,0.025262659333917713,0.012661315177716308
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.05012272082982624,0.06575913361646034,0.03675933367689898
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1990,389.1444485710528,565.519618097128,250.8836891183679
2,DALYs (Disability-Adjusted Life Years),96,Southern Latin America,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1990,895.2664604281869,1262.356502831368,588.6861847471351
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1992,177252.728789018,244687.60022808236,120647.4390829708
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1992,253131.88606535937,343387.44737955654,174502.58836158202
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.022452535820567356,0.02877340012572255,0.01653985579562346
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.03732395552467108,0.04670434054721007,0.02882660096020685
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1992,375.131638387068,517.848503623417,255.33413109972295
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1992,552.3490847199514,749.2921781313858,380.77520165869277
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1990,123385.55453954233,173924.95971455274,82238.01197375468
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1990,198058.43860602842,283735.85638216435,131981.2129817597
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.015437088323518106,0.020559943125725354,0.011212374006692916
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1990,0.0286117545433351,0.03731768450954437,0.021029465614163318
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1990,261.8729583102926,369.13756958357544,174.54159493381053
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1990,432.7011420738378,619.8818387540493,288.34126933160417
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1993,53351.42919036266,74263.9583340607,35898.33164852638
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1993,72994.24325249153,99755.22985369421,49924.463363619936
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1993,0.048475941557067144,0.061883400560193626,0.035838741996694325
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1993,0.07602405481719923,0.09383620146995572,0.05875681027625362
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1993,956.0479523554473,1330.7966886089398,643.2916041122661
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1993,1310.8082605823722,1791.3738604866267,896.5282201201708
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1993,32272.182020662505,45642.393262096564,21456.622996284274
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1993,54194.01574254326,76620.5581701235,35817.77690567788
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1993,0.029346005033081646,0.0387519763527635,0.02139466966552547
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1993,0.0564697531283083,0.07534028194772596,0.04188490019443871
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1993,578.3116592586075,817.9034241637875,384.4987995891574
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1993,973.1995338828601,1375.9285130530059,643.2046658974921
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1992,560157.8505173334,770270.4553522832,382980.55490370735
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1992,939721.8789508869,1283823.5650715153,647791.7944393061
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.030810312994239017,0.03889999610249561,0.023008606389285646
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.0636009398197251,0.07924962647428355,0.04949743537088784
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1992,738.4309445880158,1015.41295798804,504.8660706177788
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1992,1244.9619700203577,1700.8346304699846,858.2072702920751
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1992,367779.5655152075,510573.5706248317,252001.91817309932
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1992,653913.9905748037,903652.5295794456,449778.8486837186
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.020242583968841103,0.02656940469208376,0.015007807739570396
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.04430268136214312,0.057045908896983105,0.03402386339425547
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1992,484.8272887950207,673.0662146214163,332.2028144436324
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1992,866.3180757680623,1197.1765887744136,595.875837387027
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1991,51776.36859291867,71656.7784992435,34904.50422125981
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1991,69985.58593438187,95259.40315831105,47672.56063544802
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1991,0.04745508320113178,0.06084631103726329,0.035034281860089105
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1991,0.07424257326909171,0.09168305156574347,0.057473281003346366
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1991,944.8402331672257,1307.6275749956192,636.9542863520187
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1991,1286.7954028501122,1751.4944031088023,876.5352329164501
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1991,32432.3631673858,47609.48639984349,21017.38690717647
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1991,53543.936841223156,77151.4628447573,34217.57510190981
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.029740879614397496,0.040443604922016,0.02134333654194072
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1991,0.05681389561845031,0.07694389432256944,0.04079758862553586
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1991,591.8414599170636,868.8009501916347,383.5354484218962
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1991,984.4897468227659,1418.5513543442714,629.144098030403
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1992,52619.411841640496,72734.60592265875,35691.01185721404
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1992,71553.36978838537,98155.48667105785,48827.33925530961
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.04805351618439742,0.06132213456875056,0.035535021184435696
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,2,Percent,1992,0.07521035472080834,0.09295113508454328,0.058439906943909735
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,567,Depressive disorders,3,Rate,1992,951.2554438367522,1314.8985786362778,645.223276675805
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,567,Depressive disorders,3,Rate,1992,1299.7324994149023,1782.9471400097298,886.9251004916937
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,1,Number,1992,32366.67853402063,46481.4525596615,21172.39074566794
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,1,Number,1992,53844.291355964626,76831.64881303007,35116.70028230576
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.029576883145421555,0.03967521631353762,0.021371837868867486
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,2,Percent,1992,0.056621221610320745,0.07613650131086096,0.041367979556257636
2,DALYs (Disability-Adjusted Life Years),70,Australasia,1,Male,24,15-49 years,571,Anxiety disorders,3,Rate,1992,585.1258704118833,840.2932157030975,382.7551705911959
2,DALYs (Disability-Adjusted Life Years),70,Australasia,2,Female,24,15-49 years,571,Anxiety disorders,3,Rate,1992,978.0556190474761,1395.6098956800938,637.8779471059104
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,1,Male,24,15-49 years,567,Depressive disorders,1,Number,1991,534821.1742250124,732549.0672837202,366641.22910009447
2,DALYs (Disability-Adjusted Life Years),100,High-income North America,2,Female,24,15-49 years,567,Depressive disorders,1,Number,1991,894256.4991210505,1222919.5605839314,615302.6307738011
